,ROI,Max Drawdown,Win Percentage,Profit Factor,Expectancy
Python_Multi_Consolidated_20250726_161921_SENSEX 1024-1324 SL78%TP22%,39117.47276000011,15233.911119999982,0.6707317073170732,1.4627739437681573,477.04235073170867
Python_Multi_Consolidated_20250726_161921_SENSEX 916-920 SL39%,-18579.496399999873,18837.83139999988,0.3780487804878049,0.43238190854469305,-234.56273399999841
Python_Multi_Consolidated_20250726_161921_SENSEX 1456-1525 SL39%,5019.891000000105,5856.981299999978,0.5,1.2421004494984278,54.896614435976915
Python_Multi_Consolidated_20250726_161921_SENSEX 1026-1056 SL78%TP22%,-8126.076519999878,20605.142019999937,0.5975609756097561,0.7916174293112573,-99.09849414634016
Python_Multi_Consolidated_20250726_161921_SENSEX 1446-1516 SL39%,8728.27295000009,4982.042399999958,0.5609756097560976,1.437414642477363,99.48965921602903
Python_Multi_Consolidated_20250726_161921_SENSEX 1027-1427 SL78%TP22%,25984.779320000107,16800.498519999986,0.6829268292682927,1.2627436045490086,316.8875526829281
Python_Multi_Consolidated_20250726_161921_SENSEX 1436-1506 SL39%,4613.492080000095,7455.839149999991,0.573170731707317,1.2306927611351557,49.08906200143579
Python_Multi_Consolidated_20250726_161921_SENSEX 1426-1456 SL39%,-4206.916749999903,15455.33109999996,0.524390243902439,0.8424511403352438,-59.87327838574981
Python_Multi_Consolidated_20250726_161921_SENSEX 920-1020 SL39%,12698.083170000133,11389.861509999992,0.5853658536585366,1.2356894219543386,134.9447175609772
Python_Multi_Consolidated_20250726_161921_SENSEX 1020-1120 SL78%TP22%,12040.259180000117,9393.703499999985,0.6097560975609756,1.2702067563453294,146.83242902439179
Python_Multi_Consolidated_20250726_161921_SENSEX 934-1234 SL39%,25990.699150000102,15150.98407,0.6463414634146342,1.393521428650592,288.19386388937414
Python_Multi_Consolidated_20250726_161921_SENSEX 1012-1212 SL78%TP22%,33051.64822000011,11788.94119999999,0.6463414634146342,1.478614468330696,403.0688807317089
Python_Multi_Consolidated_20250726_161921_SENSEX 932-1132 SL39%,9493.781720000105,10715.738969999958,0.6097560975609756,1.173667884692023,94.27259140834121
Python_Multi_Consolidated_20250726_161921_SENSEX 1014-1314 SL78%TP22%,-16239.158159999877,36398.258319999935,0.5609756097560976,0.8625945907681204,-198.03851414633937
Python_Multi_Consolidated_20250726_161921_SENSEX 930-1030 SL39%,-18246.44619999988,29952.887719999926,0.5487804878048781,0.7100070199296317,-243.83210240175993
Python_Multi_Consolidated_20250726_161921_SENSEX 927-1327 SL39%,48237.8924700001,10921.836109999997,0.7195121951219512,1.6879112955907176,549.3965507871405
Python_Multi_Consolidated_20250726_161921_SENSEX 1016-1046 SL78%TP22%,-18446.238119999856,29674.659159999945,0.5853658536585366,0.6239568289681403,-224.95412341463253
Python_Multi_Consolidated_20250726_161921_SENSEX 926-956 SL39%,7986.895310000115,8812.902009999949,0.524390243902439,1.214527803849251,85.45311439024528
Python_Multi_Consolidated_20250726_161921_SENSEX 1017-1417 SL78%TP22%,1302.3869400000976,25284.120039999987,0.6097560975609756,1.0114713421173478,15.882767560976845
Python_Multi_Consolidated_20250726_161921_SENSEX 924-1224 SL39%,35992.92775000011,13723.717999999986,0.6463414634146342,1.5274154165422107,409.2151549825802
Python_Multi_Consolidated_20250726_161921_SENSEX 922-1122 SL39%,50743.60629000012,8073.97595,0.7073170731707317,2.195159656420281,596.3124858430554
Python_Multi_Consolidated_20250726_161921_SENSEX 936-1006 SL39%,5909.183510000113,8460.132149999987,0.6097560975609756,1.2016903795289926,60.53752848937978
Python_Multi_Consolidated_20250726_161921_SENSEX 1030-1130 SL78%TP22%,466.76280000011343,13427.573559999953,0.6585365853658537,1.0099012676778585,5.692229268294341
Python_Multi_Consolidated_20250726_161921_SENSEX 1420-1520 SL39%,22279.582200000106,6912.379219999981,0.573170731707317,1.870275800275914,262.5197974605465
Python_Multi_Consolidated_20250726_161921_SENSEX 1340-1440 SL39%,14221.092740000116,9316.367469999974,0.573170731707317,1.6234768799951749,165.24670681850915
Python_Multi_Consolidated_20250726_161921_SENSEX 1042-1242 SL78%TP22%,9516.237920000096,16371.798859999975,0.6341463414634146,1.1342945756852414,116.05168195122087
Python_Multi_Consolidated_20250726_161921_SENSEX 1336-1406 SL39%,-386.6446499999112,8332.526829999955,0.5487804878048781,0.9816145183099885,-11.839124996611304
Python_Multi_Consolidated_20250726_161921_SENSEX 1330-1430 SL39%,-5851.002419999907,18214.492309999965,0.524390243902439,0.849611834103471,-83.83956831514661
Python_Multi_Consolidated_20250726_161921_SENSEX 1044-1344 SL78%TP22%,23523.908280000105,15193.964399999993,0.6341463414634146,1.3095224620415997,286.87693024390364
Python_Multi_Consolidated_20250726_161921_SENSEX 1326-1356 SL39%,-17382.81336999989,21773.24336999991,0.45121951219512196,0.45026882724863604,-220.749545149666
Python_Multi_Consolidated_20250726_161921_SENSEX 1046-1116 SL78%TP22%,-573.6993799998997,14169.610339999972,0.6951219512195121,0.9809701159698804,-6.996333902437868
Python_Multi_Consolidated_20250726_161921_SENSEX 1322-1522 SL39%,18942.1471800001,17588.792119999966,0.6341463414634146,1.5919893166278947,217.54618189655304
Python_Multi_Consolidated_20250726_161921_SENSEX 1320-1420 SL39%,-466.23495999990473,12596.646799999951,0.5609756097560976,0.9853616195322215,-16.783413679441196
Python_Multi_Consolidated_20250726_161921_SENSEX 1047-1447 SL78%TP22%,16566.722880000107,24857.77443999996,0.6219512195121951,1.1803411717719783,202.03320585366032
Python_Multi_Consolidated_20250726_161921_SENSEX 1316-1346 SL39%,-10376.53335999989,12831.023359999894,0.43902439024390244,0.6221366521855161,-133.98511523306098
Python_Multi_Consolidated_20250726_161921_SENSEX 1040-1140 SL78%TP22%,1530.4576800001098,9615.562719999984,0.6219512195121951,1.0331623771047596,18.66411804878169
Python_Multi_Consolidated_20250726_161921_SENSEX 1346-1416 SL39%,-11721.87107999989,17631.928229999936,0.5121951219512195,0.5896643839146367,-151.88227570356332
Python_Multi_Consolidated_20250726_161921_SENSEX 1032-1232 SL78%TP22%,18189.61778000012,14043.103199999996,0.6707317073170732,1.253402317385445,221.8246070731724
Python_Multi_Consolidated_20250726_161921_SENSEX 1416-1446 SL39%,2320.6609300000955,7514.763469999944,0.573170731707317,1.117899480937214,21.240705218795966
Python_Multi_Consolidated_20250726_161921_SENSEX 1410-1510 SL39%,10799.8504300001,12193.318359999972,0.5365853658536586,1.3719797613231588,122.13613393210409
Python_Multi_Consolidated_20250726_161921_SENSEX 1034-1334 SL78%TP22%,15639.894120000123,18328.333399999985,0.6219512195121951,1.1843983769183675,190.73041609756274
Python_Multi_Consolidated_20250726_161921_SENSEX 1406-1436 SL39%,-643.4277599999034,9570.617649999946,0.45121951219512196,0.9686961782615471,-13.54354467849106
Python_Multi_Consolidated_20250726_161921_SENSEX 1400-1500 SL39%,10092.210080000103,8389.50339999995,0.5975609756097561,1.3678142593973954,112.61905095274511
Python_Multi_Consolidated_20250726_161921_SENSEX 1036-1106 SL78%TP22%,-1524.968039999902,7432.298699999988,0.6707317073170732,0.9478045049177629,-18.597171219510926
Python_Multi_Consolidated_20250726_161921_SENSEX 1356-1426 SL39%,-1147.3951299998844,10616.758999999947,0.4878048780487805,0.9487615690802684,-20.653317370611376
Python_Multi_Consolidated_20250726_161921_SENSEX 1037-1437 SL78%TP22%,3413.3156200001235,25373.263319999925,0.6097560975609756,1.0333849614553945,41.625800243903996
Python_Multi_Consolidated_20250726_161921_SENSEX 1350-1450 SL39%,3770.1034700000882,13251.081499999953,0.5487804878048781,1.1190002630976288,35.244665718158274
Python_Multi_Consolidated_20250726_161921_SENSEX 1010-1110 SL78%TP22%,-2710.643979999879,23086.72981999994,0.573170731707317,0.9545585126155461,-33.05663390243774
Python_Multi_Consolidated_20250726_161921_SENSEX 1022-1222 SL43%,14496.602730000108,13051.070989999957,0.6341463414634146,1.270182417290894,176.78783817073327
Python_Multi_Consolidated_20250726_161921_SENSEX 1020-1120 SL43%,-5036.976189999884,17530.84551999995,0.6463414634146342,0.8823210620022596,-61.42653890243753
Python_Multi_Consolidated_20250726_161921_SENSEX 942-1142 SL73%TP47%,15723.953220000116,12166.873589999968,0.6463414634146342,1.2297882008319276,191.75552707317195
Python_Multi_Consolidated_20250726_161921_SENSEX 1017-1417 SL43%,-12792.3581699999,40346.78111999993,0.5853658536585366,0.8734837234308388,-156.0043679268283
Python_Multi_Consolidated_20250726_161921_SENSEX 944-1244 SL73%TP47%,-3559.451249999883,26100.395719999957,0.5121951219512195,0.9559317923881351,-43.40794207316901
Python_Multi_Consolidated_20250726_161921_SENSEX 1016-1046 SL43%,-5566.015409999862,13880.712639999949,0.5975609756097561,0.8359910131291709,-67.87823670731547
Python_Multi_Consolidated_20250726_161921_SENSEX 1014-1314 SL43%,3012.672090000121,19322.431829999972,0.5975609756097561,1.0420730546404695,36.739903536586894
Python_Multi_Consolidated_20250726_161921_SENSEX 946-1016 SL73%TP47%,1189.321310000113,5674.593649999982,0.573170731707317,1.0435176267694792,14.50391841463545
Python_Multi_Consolidated_20250726_161921_SENSEX 1012-1212 SL43%,7397.889580000112,12336.331149999982,0.6463414634146342,1.1271206519937487,90.2181656097573
Python_Multi_Consolidated_20250726_161921_SENSEX 947-1347 SL73%TP47%,24196.980760000122,22241.848419999955,0.4878048780487805,1.284387324059791,295.08513121951387
Python_Multi_Consolidated_20250726_161921_SENSEX 1010-1110 SL43%,-3077.579529999878,15075.344819999948,0.5853658536585366,0.9311720093640147,-37.53145768292546
Python_Multi_Consolidated_20250726_161921_SENSEX 940-1040 SL73%TP47%,1808.5439500001173,16348.952899999957,0.5853658536585366,1.0392012009447487,22.055414024391666
Python_Multi_Consolidated_20250726_161921_SENSEX 1024-1324 SL43%,2647.214690000103,17650.31001999994,0.5853658536585366,1.0369439875853834,32.28310597561108
Python_Multi_Consolidated_20250726_161921_SENSEX 1036-1106 SL43%,-2596.706069999897,7352.242819999945,0.6219512195121951,0.8929422444565084,-31.66714719512072
Python_Multi_Consolidated_20250726_161921_SENSEX 932-1132 SL73%TP47%,3043.444020000107,16475.25865999997,0.524390243902439,1.0422968746484205,37.11517097561148
Python_Multi_Consolidated_20250726_161921_SENSEX 1034-1334 SL43%,10542.337140000127,22650.78318999996,0.5853658536585366,1.17817131743004,128.5650870731722
Python_Multi_Consolidated_20250726_161921_SENSEX 1032-1232 SL43%,17236.411460000123,12192.633759999966,0.5975609756097561,1.3885975864844124,210.20013975609913
Python_Multi_Consolidated_20250726_161921_SENSEX 934-1234 SL73%TP47%,13726.286780000108,22053.762519999993,0.5609756097560976,1.1725707398371419,167.3937412195138
Python_Multi_Consolidated_20250726_161921_SENSEX 1007-1407 SL43%,-10465.032389999886,35557.82268999991,0.5365853658536586,0.8916649679263443,-127.62234621951075
Python_Multi_Consolidated_20250726_161921_SENSEX 1030-1130 SL43%,-2674.597859999889,8856.25899999997,0.6585365853658537,0.9340317356106372,-32.61704707316926
Python_Multi_Consolidated_20250726_161921_SENSEX 936-1006 SL73%TP47%,-2932.5490499998814,10555.476749999982,0.6219512195121951,0.9209757781121931,-35.76279329268158
Python_Multi_Consolidated_20250726_161921_SENSEX 1027-1427 SL43%,-8743.518279999895,32020.84537999991,0.5975609756097561,0.9078975500285279,-106.62827170731589
Python_Multi_Consolidated_20250726_161921_SENSEX 1026-1056 SL43%,-2301.8904699998825,14813.184969999951,0.6219512195121951,0.9114588601672086,-28.0718349999986
Python_Multi_Consolidated_20250726_161921_SENSEX 937-1337 SL73%TP47%,202.83707000011282,30839.636909999957,0.45121951219512196,1.002223833330615,2.473622804879369
Python_Multi_Consolidated_20250726_161921_SENSEX 950-1050 SL73%TP47%,-8047.508369999881,26705.088099999954,0.5853658536585366,0.8446505644586113,-98.14034597560851
Python_Multi_Consolidated_20250726_161921_SENSEX 950-1050 SL39%,-6864.077469999892,14710.62719999997,0.5609756097560976,0.8583822481885456,-100.5964315191622
Python_Multi_Consolidated_20250726_161921_SENSEX 1002-1202 SL78%TP22%,14547.953620000097,18882.224839999944,0.5853658536585366,1.1923156789900449,177.41406853658623
Python_Multi_Consolidated_20250726_161921_SENSEX 947-1347 SL39%,22320.06600000012,16621.989559999984,0.6341463414634146,1.3103622374523118,241.95363150546848
Python_Multi_Consolidated_20250726_161921_SENSEX 946-1016 SL39%,3428.9275800001146,9452.157499999981,0.6097560975609756,1.138785663752718,32.09681900472202
Python_Multi_Consolidated_20250726_161921_SENSEX 1004-1304 SL78%TP22%,-2214.9663799998816,30189.018759999948,0.5487804878048781,0.9795574334495648,-27.011785121949515
Python_Multi_Consolidated_20250726_161921_SENSEX 952-1152 SL39%,19699.397260000103,12588.60894999999,0.6341463414634146,1.4333494762932135,221.12029708999285
Python_Multi_Consolidated_20250726_161921_SENSEX 944-1244 SL39%,8844.765000000116,18054.631599999986,0.6341463414634146,1.1356148619020157,80.43669159798299
Python_Multi_Consolidated_20250726_161921_SENSEX 1006-1036 SL78%TP22%,-3365.3780599998813,21017.90733999996,0.5853658536585366,0.9237850097614435,-41.0411958536572
Python_Multi_Consolidated_20250726_161921_SENSEX 942-1142 SL39%,10642.04303000011,14560.816509999986,0.5853658536585366,1.1920225416172603,109.3003027272739
Python_Multi_Consolidated_20250726_161921_SENSEX 940-1040 SL39%,-6861.5504399998845,18188.317939999924,0.5487804878048781,0.8629212961676046,-100.6339328184265
Python_Multi_Consolidated_20250726_161921_SENSEX 1007-1407 SL78%TP22%,-6251.101559999892,24672.097779999953,0.5365853658536586,0.9447841625039795,-76.23294585365716
Python_Multi_Consolidated_20250726_161921_SENSEX 937-1337 SL39%,21514.922140000122,19570.32060999998,0.6463414634146342,1.302332660559767,231.3827281315347
Python_Multi_Consolidated_20250726_161921_SENSEX 1000-1100 SL78%TP22%,-14673.751979999883,31420.619139999948,0.573170731707317,0.781188014332463,-178.9481948780474
Python_Multi_Consolidated_20250726_161921_SENSEX 1006-1036 SL43%,-6028.348669999885,12576.203219999974,0.5609756097560976,0.8199141689592724,-73.51644719512046
Python_Multi_Consolidated_20250726_161921_SENSEX 952-1152 SL73%TP47%,23022.753890000105,13110.637849999992,0.6829268292682927,1.3945662147360331,280.76529134146494
Python_Multi_Consolidated_20250726_161921_SENSEX 1004-1304 SL43%,-18209.432839999867,32372.654459999965,0.5609756097560976,0.7894690584097761,-222.0662541463397
Python_Multi_Consolidated_20250726_161921_SENSEX 1002-1202 SL43%,2023.49287000011,19572.92513999997,0.6219512195121951,1.032974996233241,24.676742317074627
Python_Multi_Consolidated_20250726_161921_SENSEX 954-1254 SL73%TP47%,10789.26095000012,26922.833459999947,0.5609756097560976,1.1361671116761678,131.57635304878193
Python_Multi_Consolidated_20250726_161921_SENSEX 1000-1100 SL43%,-7090.038059999886,19502.912069999962,0.5853658536585366,0.8605955132931207,-86.46387878048654
Python_Multi_Consolidated_20250726_161921_SENSEX 956-1026 SL73%TP47%,-5052.433199999878,8091.244999999899,0.5,0.8382817939532028,-61.61503902438881
Python_Multi_Consolidated_20250726_161921_SENSEX 957-1357 SL39%,-522.6457099998847,21459.56160999999,0.5975609756097561,0.9934553888541238,-36.80777549542563
Python_Multi_Consolidated_20250726_161921_SENSEX 956-1026 SL39%,-7723.879029999887,9257.227059999945,0.4634146341463415,0.7464525755234426,-102.83325299772974
Python_Multi_Consolidated_20250726_161921_SENSEX 957-1357 SL73%TP47%,1038.6404600001083,40861.263209999954,0.5,1.0110565880650928,12.666347073172119
Python_Multi_Consolidated_20250726_161921_SENSEX 954-1254 SL39%,16109.793680000123,13966.887849999988,0.6219512195121951,1.2545034957698762,170.72963461788743
Python_Multi_Consolidated_20250726_161921_SENSEX 1230-1330 SL73%TP47%,-1163.1701699998944,11059.219349999974,0.6097560975609756,0.9636249293545803,-14.185002073169414
Python_Multi_Consolidated_20250726_161921_SENSEX 1122-1322 SL45%,-5450.62889999989,25310.647549999958,0.5609756097560976,0.9048724318211422,-66.47108414633976
Python_Multi_Consolidated_20250726_161921_SENSEX 1026-1056 SL73%TP47%,-6685.03314999988,16289.617749999941,0.5975609756097561,0.7675746872483067,-81.52479451219364
Python_Multi_Consolidated_20250726_161921_SENSEX 1120-1220 SL45%,4816.369200000117,9946.537799999955,0.5975609756097561,1.169819978582643,58.7362097560989
Python_Multi_Consolidated_20250726_161921_SENSEX 1117-1517 SL45%,-1152.9030999998954,27503.151499999978,0.6219512195121951,0.9866394939031663,-14.059793902437377
Python_Multi_Consolidated_20250726_161921_SENSEX 1027-1427 SL73%TP47%,7459.447490000098,17912.02633999996,0.5487804878048781,1.081291253864238,90.96887182926957
Python_Multi_Consolidated_20250726_161921_SENSEX 1116-1146 SL45%,-5615.919049999885,7664.645049999922,0.5,0.7289864810176759,-68.48681768292542
Python_Multi_Consolidated_20250726_161921_SENSEX 1030-1130 SL73%TP47%,-981.9688199998918,7258.446249999989,0.6707317073170732,0.9739364804247512,-11.975229512193664
Python_Multi_Consolidated_20250726_161921_SENSEX 1114-1414 SL45%,3399.412550000111,18445.542249999977,0.6219512195121951,1.0507422866905902,41.45625060975772
Python_Multi_Consolidated_20250726_161921_SENSEX 1112-1312 SL45%,1729.6538500001006,16213.453649999987,0.6219512195121951,1.0342657172091076,21.093339634147696
Python_Multi_Consolidated_20250726_161921_SENSEX 1032-1232 SL73%TP47%,795.2285300001079,14725.660079999947,0.5975609756097561,1.0122806826579478,9.69790890244019
Python_Multi_Consolidated_20250726_161921_SENSEX 1110-1210 SL45%,10550.029150000088,4802.722499999991,0.6341463414634146,1.5369736771929925,128.6588920731719
Python_Multi_Consolidated_20250726_161921_SENSEX 1024-1324 SL73%TP47%,10929.570440000123,17514.906759999943,0.5487804878048781,1.164172955774826,133.28744439024547
Python_Multi_Consolidated_20250726_161921_SENSEX 1124-1424 SL45%,-4664.817999999896,24119.67174999991,0.573170731707317,0.9344071733876482,-56.88802439024278
Python_Multi_Consolidated_20250726_161921_SENSEX 1142-1342 SL45%,-11446.309099999911,24285.886549999974,0.573170731707317,0.8183933634444971,-139.5891353658526
Python_Multi_Consolidated_20250726_161921_SENSEX 1140-1240 SL45%,-9210.322249999883,16948.3187499999,0.6097560975609756,0.7771291809169365,-112.32100304877912
Python_Multi_Consolidated_20250726_161921_SENSEX 1016-1046 SL73%TP47%,-10255.628819999863,22661.72091999995,0.6097560975609756,0.7364334151332887,-125.06864414633992
Python_Multi_Consolidated_20250726_161921_SENSEX 1136-1206 SL45%,-5450.377749999893,11587.151999999936,0.47560975609756095,0.7562928945779742,-66.4680213414621
Python_Multi_Consolidated_20250726_161921_SENSEX 1017-1417 SL73%TP47%,8834.930280000117,28578.60023999995,0.5365853658536586,1.1024626308193832,107.74305219512348
Python_Multi_Consolidated_20250726_161921_SENSEX 1134-1434 SL45%,1866.1835000001006,20995.300299999974,0.6219512195121951,1.026681048100828,22.758335365855146
Python_Multi_Consolidated_20250726_161921_SENSEX 1034-1334 SL73%TP47%,5828.163540000116,13452.243769999961,0.6097560975609756,1.085379115693283,71.07516512195252
Python_Multi_Consolidated_20250726_161921_SENSEX 1132-1332 SL45%,-3257.8483999998875,27228.42059999996,0.5853658536585366,0.9412914876923199,-39.72985853658406
Python_Multi_Consolidated_20250726_161921_SENSEX 1020-1120 SL73%TP47%,903.4923800001073,14826.481269999957,0.6829268292682927,1.023585360917022,11.018199756099023
Python_Multi_Consolidated_20250726_161921_SENSEX 1130-1230 SL45%,261.6294500001036,13146.215549999974,0.573170731707317,1.0079563043578006,3.190603048781611
Python_Multi_Consolidated_20250726_161921_SENSEX 1022-1222 SL73%TP47%,12329.571480000111,7803.484189999992,0.5853658536585366,1.2415908721901103,150.3606278048793
Python_Multi_Consolidated_20250726_161921_SENSEX 1126-1156 SL45%,-4275.4734999998955,7891.831749999953,0.5609756097560976,0.7957842110435595,-52.139920731705956
Python_Multi_Consolidated_20250726_161921_SENSEX 1107-1507 SL45%,981.7840000001149,23443.80174999998,0.5975609756097561,1.010957690288259,11.972975609757668
Python_Multi_Consolidated_20250726_161921_SENSEX 1046-1116 SL73%TP47%,-2512.7805499999004,10560.42654999997,0.6341463414634146,0.8936506655621494,-30.643665243901182
Python_Multi_Consolidated_20250726_161921_SENSEX 1050-1150 SL45%,9616.928900000112,6132.888249999993,0.6463414634146342,1.4168523678878526,117.27962073170869
Python_Multi_Consolidated_20250726_161921_SENSEX 1047-1447 SL45%,-7343.700449999888,21968.846549999962,0.5853658536585366,0.9194851253835327,-89.55732256097451
Python_Multi_Consolidated_20250726_161921_SENSEX 1047-1447 SL73%TP47%,5635.623300000103,20929.12306999998,0.5609756097560976,1.0739120686653438,68.7271134146356
Python_Multi_Consolidated_20250726_161921_SENSEX 1046-1116 SL45%,332.67595000010874,9718.136299999973,0.6585365853658537,1.015263694159714,4.057023780489203
Python_Multi_Consolidated_20250726_161921_SENSEX 1050-1150 SL73%TP47%,4346.936030000122,11831.860699999965,0.6341463414634146,1.1514204147388072,53.01141500000148
Python_Multi_Consolidated_20250726_161921_SENSEX 1044-1344 SL45%,-15490.338449999885,28728.9601499999,0.6097560975609756,0.8101879993913639,-188.90656646341324
Python_Multi_Consolidated_20250726_161921_SENSEX 1042-1242 SL45%,11336.31905000011,10171.971599999963,0.573170731707317,1.2540770360960265,138.24779329268404
Python_Multi_Consolidated_20250726_161921_SENSEX 1052-1252 SL73%TP47%,-13444.930969999876,28992.71042999989,0.6341463414634146,0.8022883934683499,-163.96257280487612
Python_Multi_Consolidated_20250726_161921_SENSEX 1040-1140 SL45%,1500.7539000001136,7432.9002999999675,0.6219512195121951,1.0468979155545566,18.301876829269645
Python_Multi_Consolidated_20250726_161921_SENSEX 1054-1354 SL73%TP47%,-12727.534839999898,25848.470749999906,0.5609756097560976,0.8334683673182425,-155.21383951219377
Python_Multi_Consolidated_20250726_161921_SENSEX 1052-1252 SL45%,-1314.4965499998877,16242.933149999957,0.5853658536585366,0.9729617079937063,-16.03044573170598
Python_Multi_Consolidated_20250726_161921_SENSEX 1044-1344 SL73%TP47%,20802.123060000104,11030.606999999995,0.6585365853658537,1.3733186927755971,253.68442756097693
Python_Multi_Consolidated_20250726_161921_SENSEX 1106-1136 SL45%,-10173.252849999912,13005.723599999945,0.5609756097560976,0.6272614278153682,-124.06405914634033
Python_Multi_Consolidated_20250726_161921_SENSEX 1036-1106 SL73%TP47%,-3746.904449999895,7476.197099999987,0.6219512195121951,0.8467214831265553,-45.693956707315806
Python_Multi_Consolidated_20250726_161921_SENSEX 1104-1404 SL45%,-17108.191249999894,33294.46244999992,0.5365853658536586,0.7974804756368119,-208.63647865853522
Python_Multi_Consolidated_20250726_161921_SENSEX 1037-1437 SL73%TP47%,-624.113089999897,16949.41859999991,0.524390243902439,0.9926080777489857,-7.61113524390089
Python_Multi_Consolidated_20250726_161921_SENSEX 1102-1302 SL45%,78.63840000010055,16028.634849999953,0.573170731707317,1.0017139668199264,0.9590048780498819
Python_Multi_Consolidated_20250726_161921_SENSEX 1100-1200 SL45%,4547.804400000109,7996.586249999974,0.5609756097560976,1.1764373357064004,55.461029268294055
Python_Multi_Consolidated_20250726_161921_SENSEX 1040-1140 SL73%TP47%,5924.243310000104,6309.752549999973,0.6463414634146342,1.1996076009162973,72.2468696341478
Python_Multi_Consolidated_20250726_161921_SENSEX 1057-1457 SL45%,7879.352000000116,24975.973999999977,0.573170731707317,1.102929015261406,96.08965853658651
Python_Multi_Consolidated_20250726_161921_SENSEX 1042-1242 SL73%TP47%,7643.26565000011,10193.316829999969,0.6219512195121951,1.136594509054951,93.21055670731823
Python_Multi_Consolidated_20250726_161921_SENSEX 1056-1126 SL45%,-4803.9810499998985,6511.409799999972,0.6341463414634146,0.819577208617661,-58.58513475609624
Python_Multi_Consolidated_20250726_161921_SENSEX 1054-1354 SL45%,-21396.958299999893,31254.97914999992,0.4878048780487805,0.7364553773463187,-260.9385158536571
Python_Multi_Consolidated_20250726_161921_SENSEX 1014-1314 SL73%TP47%,17042.429880000123,29092.779689999945,0.5365853658536586,1.2373516542714762,207.83451073170863
Python_Multi_Consolidated_20250726_161921_SENSEX 1144-1444 SL45%,-3597.1599499998956,23317.46859999998,0.5975609756097561,0.9500515109941982,-43.86780426829125
Python_Multi_Consolidated_20250726_161921_SENSEX 1242-1442 SL45%,18836.503650000108,12616.169999999984,0.6219512195121951,1.5033478174858663,229.7134591463427
Python_Multi_Consolidated_20250726_161921_SENSEX 1240-1340 SL45%,5271.77010000011,5337.693999999991,0.6097560975609756,1.1957075577773846,64.28987926829399
Python_Multi_Consolidated_20250726_161921_SENSEX 946-1016 SL73%TP42%,222.35051000011458,5943.976969999969,0.5609756097560976,1.0078985789016401,2.71159158536733
Python_Multi_Consolidated_20250726_161921_SENSEX 1236-1306 SL45%,-8759.662249999887,11495.070749999946,0.524390243902439,0.6480907706117023,-106.82514939024247
Python_Multi_Consolidated_20250726_161921_SENSEX 947-1347 SL73%TP42%,16751.136760000118,19568.12631999996,0.47560975609756095,1.1858547069706833,204.28215560975787
Python_Multi_Consolidated_20250726_161921_SENSEX 1232-1432 SL45%,11564.04435000011,17264.210999999967,0.6463414634146342,1.2804173469511528,141.0249310975624
Python_Multi_Consolidated_20250726_161921_SENSEX 1230-1330 SL45%,-6923.253299999895,12800.254299999924,0.6219512195121951,0.8172970050257121,-84.42991829268163
Python_Multi_Consolidated_20250726_161921_SENSEX 950-1050 SL73%TP42%,4371.759030000121,18546.407649999954,0.5853658536585366,1.0846298512163155,53.314134512196574
Python_Multi_Consolidated_20250726_161921_SENSEX 1226-1256 SL45%,-6310.953249999895,8089.22399999991,0.5487804878048781,0.7061006752120437,-76.96284451219375
Python_Multi_Consolidated_20250726_161921_SENSEX 952-1152 SL73%TP42%,22696.641440000112,13110.637849999996,0.6829268292682927,1.369617726898307,276.78831024390377
Python_Multi_Consolidated_20250726_161921_SENSEX 1224-1524 SL45%,24241.678100000092,12244.364549999977,0.6951219512195121,1.4935444980167851,295.6302207317084
Python_Multi_Consolidated_20250726_161921_SENSEX 944-1244 SL73%TP42%,562.5180600001183,17794.352119999956,0.5121951219512195,1.006516369537816,6.8599763414649715
Python_Multi_Consolidated_20250726_161921_SENSEX 1246-1316 SL45%,-4490.56829999989,7240.844799999924,0.5121951219512195,0.7858519747335638,-54.76302804877918
Python_Multi_Consolidated_20250726_161921_SENSEX 934-1234 SL73%TP42%,11492.322530000098,23244.655819999993,0.5365853658536586,1.1275568230033017,140.15027475609895
Python_Multi_Consolidated_20250726_161921_SENSEX 1306-1336 SL45%,-10985.109049999888,15128.205299999914,0.5609756097560976,0.6134224063315104,-133.96474451219376
Python_Multi_Consolidated_20250726_161921_SENSEX 936-1006 SL73%TP42%,-3390.939599999877,10809.706049999926,0.6341463414634146,0.9131906037361619,-41.35292195121815
Python_Multi_Consolidated_20250726_161921_SENSEX 1302-1502 SL45%,-7296.591949999876,24704.704449999936,0.524390243902439,0.8616280365642466,-88.98282865853525
Python_Multi_Consolidated_20250726_161921_SENSEX 1300-1400 SL45%,-6496.4393499998905,17737.60349999997,0.5609756097560976,0.828677231347633,-79.22487012194983
Python_Multi_Consolidated_20250726_161921_SENSEX 937-1337 SL73%TP42%,1373.2158500001158,38072.17712999995,0.4634146341463415,1.0134923071442559,16.746534756098754
Python_Multi_Consolidated_20250726_161921_SENSEX 1256-1326 SL45%,-1899.9255499998965,5897.39424999997,0.5609756097560976,0.913416928356981,-23.16982378048644
Python_Multi_Consolidated_20250726_161921_SENSEX 940-1040 SL73%TP42%,4049.5532500001163,13597.400499999969,0.6097560975609756,1.0847566008342466,49.384795731708664
Python_Multi_Consolidated_20250726_161921_SENSEX 1252-1452 SL45%,9569.248050000095,14880.161549999975,0.5853658536585366,1.2123948282349875,116.69814695122068
